-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
ampere_bf16_s16816gemm_bf16_128x256_ldg8_relu_f2f_st...         0.00%       0.000us         0.00%       0.000us       0.000us      19.344ms         0.79%      19.344ms     690.847us            28  
                      triton_poi_fused_mul_silu_slice_1         0.00%     347.576us         0.01%       1.280ms      22.852us      17.927ms         0.73%      17.927ms     320.124us            56  
                  triton_red_fused_fused_add_rms_norm_0         0.00%       0.000us         0.00%       0.000us       0.000us      17.612ms         0.72%      17.612ms       4.838us          3640  
ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_st...         0.00%       0.000us         0.00%       0.000us       0.000us      17.006ms         0.69%      17.006ms     607.366us            28  
                                     triton_poi_fused_3         0.00%       0.000us         0.00%       0.000us       0.000us      15.660ms         0.64%      15.660ms       4.461us          3510  
void vllm::reshape_and_cache_flash_kernel<__nv_bfloa...         0.00%       0.000us         0.00%       0.000us       0.000us      14.921ms         0.61%      14.921ms       4.099us          3640  
                 execute_context_0(0)_generation_61(61)         0.00%       0.000us         0.00%       0.000us       0.000us      14.180ms         0.58%      14.180ms      14.180ms             1  
                 execute_context_0(0)_generation_30(30)         0.00%       0.000us         0.00%       0.000us       0.000us      12.647ms         0.52%      12.647ms      12.647ms             1  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       8.379ms         0.34%       8.379ms       2.375us          3528  
                                            aten::copy_         0.04%       5.305ms         0.09%      11.590ms      12.238us       8.252ms         0.34%       8.252ms       8.714us           947  
                                _vllm_fa2_C::varlen_fwd         0.01%       1.560ms         0.03%       3.554ms      42.304us       7.897ms         0.32%       7.897ms      94.014us            84  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us       7.897ms         0.32%       7.897ms      94.014us            84  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       7.160ms         0.29%       7.160ms      55.076us           130  
                  triton_red_fused_fused_add_rms_norm_2         0.00%     377.059us         0.01%       1.552ms      27.711us       5.503ms         0.22%       5.503ms      98.274us            56  
                                  _gumbel_sample_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       5.440ms         0.22%       5.440ms      41.846us           130  
                               cudaEventRecordWithFlags         0.01%       1.282ms         0.01%       1.282ms       1.569us       4.606ms         0.19%       4.606ms       5.638us           817  
                  triton_red_fused_fused_add_rms_norm_0         0.00%     395.911us         0.01%       1.577ms      28.154us       3.495ms         0.14%       3.495ms      62.408us            56  
                                     triton_poi_fused_3         0.00%     347.136us         0.01%       1.430ms      26.478us       3.129ms         0.13%       3.129ms      57.953us            54  
                                  cudaStreamIsCapturing         0.01%     734.185us         0.01%     734.185us       0.488us       3.122ms         0.13%       3.122ms       2.075us          1504  
                  _C_cache_ops::reshape_and_cache_flash         0.01%     868.174us         0.01%       1.709ms      20.345us       2.610ms         0.11%       2.610ms      31.072us            84  
                                            aten::index         0.06%       6.893ms         0.10%      11.806ms      30.272us       1.728ms         0.07%       1.728ms       4.430us           390  
ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_st...         0.00%       0.000us         0.00%       0.000us       0.000us       1.461ms         0.06%       1.461ms      52.177us            28  
ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_...         0.00%       0.000us         0.00%       0.000us       0.000us       1.394ms         0.06%       1.394ms      49.794us            28  
                                           _bias_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       1.240ms         0.05%       1.240ms       9.539us           130  
                                       cuLaunchKernelEx         0.07%       8.883ms         0.07%       8.883ms       8.225us       1.111ms         0.05%       1.111ms       1.029us          1080  
                                           aten::argmax         0.02%       2.087ms         0.02%       2.992ms      23.016us       1.056ms         0.04%       1.056ms       8.121us           130  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       1.056ms         0.04%       1.056ms       8.121us           130  
                            _gather_block_tables_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     898.018us         0.04%     898.018us       6.908us           130  
                   _get_num_sampled_and_rejected_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     846.506us         0.03%     846.506us       6.512us           130  
                                    _post_update_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     809.544us         0.03%     809.544us       6.227us           130  
               _combine_sampled_and_draft_tokens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     791.449us         0.03%     791.449us       6.088us           130  
         triton_red_fused__to_copy_embedding_rms_norm_0         0.00%       0.000us         0.00%       0.000us       0.000us     789.859us         0.03%     789.859us       6.076us           130  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     772.579us         0.03%     772.579us     772.579us             1  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     742.406us         0.03%     742.406us       5.711us           130  
                                        cudaGraphLaunch         0.33%      40.728ms         0.37%      46.121ms     295.649us     723.331us         0.03%     723.331us       4.637us           156  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us     657.155us         0.03%     657.155us      23.470us            28  
                                     triton_poi_fused_1         0.00%       0.000us         0.00%       0.000us       0.000us     634.692us         0.03%     634.692us       4.882us           130  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     626.731us         0.03%     626.731us       2.110us           297  
                                            aten::fill_         0.03%       3.116ms         0.05%       6.468ms       9.072us     607.777us         0.02%     609.217us       0.854us           713  
                                    cudaStreamWaitEvent         0.00%     143.282us         0.00%     143.282us       1.102us     585.954us         0.02%     585.954us       4.507us           130  
                          _compute_slot_mappings_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     557.282us         0.02%     557.282us       4.287us           130  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     530.431us         0.02%     530.431us       4.080us           130  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us     465.666us         0.02%     465.666us       1.791us           260  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us     454.690us         0.02%     454.690us       3.498us           130  
                                           aten::gather         0.02%       1.930ms         0.02%       3.033ms      23.334us     438.983us         0.02%     438.983us       3.377us           130  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us     438.983us         0.02%     438.983us       3.377us           130  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     394.814us         0.02%     394.814us       1.519us           260  
                           _prepare_pos_seq_lens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     339.400us         0.01%     339.400us       2.611us           130  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us     280.094us         0.01%     280.094us       2.205us           127  
                                    _apply_write_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     242.981us         0.01%     242.981us       6.567us            37  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     209.986us         0.01%     209.986us       1.615us           130  
void flash::flash_fwd_splitkv_combine_kernel<Flash_f...         0.00%       0.000us         0.00%       0.000us       0.000us     199.231us         0.01%     199.231us       7.115us            28  
                                           aten::arange         0.01%       1.332ms         0.05%       6.300ms      24.232us     197.405us         0.01%     394.810us       1.519us           260  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     197.405us         0.01%     197.405us       1.519us           130  
         triton_red_fused__to_copy_embedding_rms_norm_0         0.00%      18.475us         0.00%      90.223us      45.111us     117.825us         0.00%     117.825us      58.913us             2  
                                     triton_poi_fused_1         0.00%      14.930us         0.00%      63.052us      31.526us     109.504us         0.00%     109.504us      54.752us             2  
                                       Memset (Unknown)         0.00%       0.000us         0.00%       0.000us       0.000us      39.073us         0.00%      39.073us       1.395us            28  
                         _prepare_prefill_inputs_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      20.384us         0.00%      20.384us       6.795us             3  
                                   cudaEventSynchronize        11.65%        1.443s        11.65%        1.443s      11.101ms      10.784us         0.00%      10.784us       0.083us           130  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.537us         0.00%       1.537us       1.537us             1  
                                  Lazy Function Loading         0.00%      39.686us         0.00%      39.686us      39.686us       1.440us         0.00%       1.440us       1.440us             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.440us         0.00%       1.440us       1.440us             1  
                         threading.py(1032): _bootstrap         0.00%       2.586us       140.00%       17.342s        2.477s       0.000us         0.00%       0.000us       0.000us             7  
                   threading.py(1075): _bootstrap_inner         0.00%       5.671us       140.00%       17.342s        2.477s       0.000us         0.00%       0.000us       0.000us             7  
                                threading.py(1012): run         0.00%       3.777us        80.00%        9.910s        2.477s       0.000us         0.00%       0.000us       0.000us             4  
                     vllm/v1/engine/utils.py(268): _run         0.00%       1.272us        20.00%        2.477s        2.477s       0.000us         0.00%       0.000us       0.000us             1  
                                threading.py(655): wait         0.00%       7.104us        69.10%        8.559s        2.140s       0.000us         0.00%       0.000us       0.000us             4  
                                threading.py(355): wait         0.00%     537.313us        20.00%        2.478s        1.239s       0.000us         0.00%       0.000us       0.000us             2  
vllm/v1/engine/core.py(1790): process_output_sockets...         0.01%       1.695ms        20.00%        2.477s        2.477s       0.000us         0.00%       0.000us       0.000us             1  
                                     queue.py(171): get         0.00%      10.602us         0.00%     581.789us     581.789us       0.000us         0.00%       0.000us       0.000us             1  
    vllm/v1/engine/core.py(1709): process_input_sockets         0.03%       3.539ms        20.00%        2.477s        2.477s       0.000us         0.00%       0.000us       0.000us             1  
                           zmq/sugar/poll.py(106): poll         0.01%       1.086ms         0.01%       1.086ms       1.086ms       0.000us         0.00%       0.000us       0.000us             1  
                              tqdm/_monitor.py(69): run         0.00%      18.455us        60.00%        7.432s        2.477s       0.000us         0.00%       0.000us       0.000us             3  
                                threading.py(359): wait         9.10%        1.127s        49.10%        6.082s        2.027s       0.000us         0.00%       0.000us       0.000us             3  
     vllm/usage/usage_lib.py(173): _report_usage_worker         0.00%       0.861us        20.00%        2.477s        2.477s       0.000us         0.00%       0.000us       0.000us             1  
vllm/usage/usage_lib.py(255): _report_continuous_usa...        20.00%        2.477s        20.00%        2.477s        2.477s       0.000us         0.00%       0.000us       0.000us             1  
                                  <string>(1): <module>         0.00%       1.183us        20.00%        2.477s        2.477s       0.000us         0.00%     658.854ms     658.854ms             1  
              multiprocessing/spawn.py(122): spawn_main         0.00%       1.372us        20.00%        2.477s        2.477s       0.000us         0.00%     658.854ms     658.854ms             1  
                   multiprocessing/spawn.py(135): _main         0.00%       1.022us        20.00%        2.477s        2.477s       0.000us         0.00%     658.854ms     658.854ms             1  
            multiprocessing/process.py(314): _bootstrap         0.00%       1.183us        20.00%        2.477s        2.477s       0.000us         0.00%     658.854ms     658.854ms             1  
                   multiprocessing/process.py(108): run         0.00%       1.503us        20.00%        2.477s        2.477s       0.000us         0.00%     658.854ms     658.854ms             1  
          vllm/v1/engine/core.py(1339): run_engine_core         0.00%       1.042us        20.00%        2.477s        2.477s       0.000us         0.00%     658.854ms     658.854ms             1  
vllm/v1/fault_tolerance/engine_core_sentinel.py(179)...         0.00%       0.400us        20.00%        2.477s        2.477s       0.000us         0.00%     658.854ms     658.854ms             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 12.387s
Self CUDA time total: 2.454s

